station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
CYOD,2024-07-09 23:00,91.40,51.80,26.05,240.00,7.00,0.00,29.92,1012.70,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,88.69,CYOD 092300Z 24007KT 15SM FEW080 33/11 A2992 RMK CU1 DENSITY ALT 4569FT SLP127,M
CYOD,2024-07-10 00:00,91.40,51.80,26.05,250.00,3.00,0.00,29.91,1012.30,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,88.69,CYOD 100000Z 25003KT 15SM FEW080 33/11 A2991 RMK CU1 DENSITY ALT 4547FT SLP123,M
CYOD,2024-07-10 01:00,91.40,55.40,29.72,220.00,4.00,0.00,29.89,1011.70,15.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,89.53,CYOD 100100Z 22004KT 15SM FEW080 33/13 A2989 RMK CU1 DENSITY ALT 4549FT SLP117,M
CYOD,2024-07-10 02:00,87.80,62.60,43.07,190.00,3.00,0.00,29.89,1011.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,88.48,CYOD 100200Z 19003KT 15SM SKC 31/17 A2989 RMK DENSITY ALT 4416FT SLP113,M
CYOD,2024-07-10 03:00,84.20,59.00,42.52,160.00,4.00,0.00,29.89,1011.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.92,CYOD 100300Z 16004KT 15SM SKC 29/15 A2989 RMK DENSITY ALT 4113FT SLP113,M
CYOD,2024-07-10 04:00,77.00,60.80,57.36,170.00,5.00,0.00,29.89,1011.40,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,CYOD 100400Z 17005KT 15SM SKC 25/16 A2989 RMK DENSITY ALT 3658FT SLP114,M
CYOD,2024-07-10 05:00,73.40,59.00,60.67,180.00,6.00,0.00,29.90,1011.70,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,73.40,CYOD 100500Z 18006KT 15SM FEW120 23/15 A2990 RMK AC1 DENSITY ALT 3385FT SLP117,M
CYOD,2024-07-10 06:00,73.40,59.00,60.67,200.00,5.00,0.00,29.90,1011.70,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,73.40,CYOD 100600Z 20005KT 15SM FEW120 23/15 A2990 RMK AC1 DENSITY ALT 3388FT SLP117,M
CYOD,2024-07-10 07:00,69.80,60.80,73.09,200.00,5.00,0.00,29.90,1011.80,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 100700Z 20005KT 15SM SKC 21/16 A2990 RMK DENSITY ALT 3236FT SLP118,M
CYOD,2024-07-10 08:00,69.80,59.00,68.55,190.00,5.00,0.00,29.90,1011.50,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 100800Z 19005KT 15SM SKC 21/15 A2990 RMK DENSITY ALT 3184FT SLP115,M
CYOD,2024-07-10 09:00,69.80,59.00,68.55,200.00,7.00,0.00,29.89,1011.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 100900Z 20007KT 15SM SKC 21/15 A2989 RMK DENSITY ALT 3168FT SLP111,M
CYOD,2024-07-10 10:00,68.00,57.20,68.35,200.00,6.00,0.00,29.88,1010.90,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 101000Z 20006KT 15SM SKC 20/14 A2988 RMK DENSITY ALT 3094FT SLP109,M
CYOD,2024-07-10 11:00,68.00,57.20,68.35,190.00,4.00,0.00,29.88,1011.00,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 101100Z 19004KT 15SM SKC 20/14 A2988 RMK DENSITY ALT 3042FT SLP110,M
CYOD,2024-07-10 12:00,68.00,57.20,68.35,200.00,5.00,0.00,29.88,1011.00,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 101200Z 20005KT 15SM SKC 20/14 A2988 RMK DENSITY ALT 3016FT SLP110,M
CYOD,2024-07-10 13:00,69.80,57.20,64.26,0.00,0.00,0.00,29.87,1010.50,12.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 101300Z 00000KT 12SM SKC 21/14 A2987 RMK DENSITY ALT 3253FT FU SLP105,M
CYOD,2024-07-10 14:00,75.20,57.20,53.55,170.00,6.00,0.00,29.86,1010.00,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,75.20,CYOD 101400Z 17006KT 15SM FEW100 24/14 A2986 RMK AC1 DENSITY ALT 3573FT SLP100,M
CYOD,2024-07-10 15:00,78.80,57.20,47.52,170.00,6.00,0.00,29.85,1009.70,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,78.80,CYOD 101500Z 17006KT 15SM FEW100 26/14 A2985 RMK AC1 DENSITY ALT 3826FT SLP097,M
CYOD,2024-07-10 16:00,82.40,57.20,42.25,190.00,6.00,0.00,29.84,1009.50,12.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,82.08,CYOD 101600Z 19006KT 12SM SKC 28/14 A2984 RMK DENSITY ALT 4080FT SLP095,M
CYOD,2024-07-10 17:00,86.00,53.60,33.01,170.00,11.00,0.00,29.82,1009.00,12.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,84.18,CYOD 101700Z 17011KT 12SM SKC 30/12 A2982 RMK DENSITY ALT 4329FT SLP090,M
CYOD,2024-07-10 18:00,87.80,59.00,37.90,170.00,11.00,0.00,29.82,1008.70,12.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,87.12,CYOD 101800Z 17011KT 12SM SKC 31/15 A2982 RMK DENSITY ALT 4486FT SLP087,M
CYOD,2024-07-10 19:00,89.60,59.00,35.81,180.00,12.00,0.00,29.79,1007.90,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,88.86,CYOD 101900Z 18012KT 15SM FEW120 32/15 A2979 RMK AC1 DENSITY ALT 4657FT SLP079,M
CYOD,2024-07-10 20:00,91.40,59.00,33.84,190.00,16.00,0.00,29.78,1007.30,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,90.68,CYOD 102000Z 19016KT 15SM FEW100 33/15 A2978 RMK AC1 DENSITY ALT 4762FT SLP073,M
CYOD,2024-07-10 21:00,93.20,59.00,31.99,200.00,14.00,0.00,29.76,1006.70,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,92.57,CYOD 102100Z 20014KT 15SM FEW100 34/15 A2976 RMK AC1 DENSITY ALT 4873FT SLP067,M
CYOD,2024-07-10 22:00,93.20,60.80,34.11,180.00,14.00,0.00,29.74,1006.00,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,93.32,CYOD 102200Z 18014KT 15SM FEW100 34/16 A2974 RMK ACC1 DENSITY ALT 4925FT SLP060,M
CYOD,2024-07-10 23:00,93.20,60.80,34.11,170.00,14.00,0.00,29.73,1005.70,15.00,M,FEW,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,93.32,CYOD 102300Z 17014KT 15SM FEW100 34/16 A2973 RMK AC1 DENSITY ALT 4959FT SLP057,M
CYOD,2024-07-11 00:00,93.20,60.80,34.11,180.00,13.00,0.00,29.73,1005.60,15.00,M,SCT,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,93.32,CYOD 110000Z 18013KT 15SM SCT100 34/16 A2973 RMK AC3 DENSITY ALT 4912FT SLP056,M
CYOD,2024-07-11 01:00,91.40,64.40,40.96,150.00,8.00,0.00,29.71,1004.90,15.00,M,FEW,SCT,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,93.19,CYOD 110100Z 15008KT 15SM FEW100 SCT250 33/18 A2971 RMK AC1CI2 DENSITY ALT 4832FT SLP049,M
CYOD,2024-07-11 02:00,89.60,66.20,46.14,120.00,5.00,0.00,29.69,1004.40,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,92.27,CYOD 110200Z 12005KT 15SM FEW250 32/19 A2969 RMK CI1 DENSITY ALT 4734FT SLP044,M
CYOD,2024-07-11 03:00,84.20,69.80,62.03,150.00,4.00,0.00,29.70,1004.70,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,88.43,CYOD 110300Z 15004KT 15SM FEW250 29/21 A2970 RMK CI1 DENSITY ALT 4426FT SLP047,M
CYOD,2024-07-11 04:00,80.60,68.00,65.54,130.00,7.00,0.00,29.69,1004.30,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,83.29,CYOD 110400Z 13007KT 15SM SKC 27/20 A2969 RMK DENSITY ALT 4192FT SLP043,M
CYOD,2024-07-11 05:00,77.00,68.00,73.78,120.00,6.00,0.00,29.70,1004.50,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,CYOD 110500Z 12006KT 15SM SKC 25/20 A2970 RMK DENSITY ALT 3971FT SLP045,M
CYOD,2024-07-11 06:00,71.60,68.00,88.43,160.00,7.00,0.00,29.70,1004.70,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 110600Z 16007KT 15SM SKC 22/20 A2970 RMK DENSITY ALT 3661FT SLP047,M
CYOD,2024-07-11 19:00,86.00,62.60,45.61,150.00,7.00,0.00,29.81,1008.50,10.00,M,FEW,BKN,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,86.72,CYOD 111900Z 15007KT 10SM FEW120 BKN250 30/17 A2981 RMK ACC2CI3 DENSITY ALT 4362FT FU SLP085,M
CYOD,2024-07-11 20:00,89.60,57.20,33.56,90.00,9.00,0.00,29.79,1008.10,10.00,M,FEW,SCT,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,88.28,CYOD 112000Z 09009KT 10SM FEW120 SCT250 32/14 A2979 RMK AC2CI1 DENSITY ALT 4539FT FU SLP081,M
CYOD,2024-07-11 21:00,89.60,55.40,31.45,90.00,7.00,0.00,29.78,1007.90,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,87.78,CYOD 112100Z CCA 09007KT 10SM SCT090 32/13 A2978 RMK AC3 DENSITY ALT 4600FT FU SLP079,M
CYOD,2024-07-11 22:00,89.60,55.40,31.45,70.00,5.00,0.00,29.79,1008.30,10.00,M,BKN,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,87.78,CYOD 112200Z 07005KT 10SM BKN120 32/13 A2979 RMK AC6 DENSITY ALT 4550FT FU SLP083,M
CYOD,2024-07-11 23:00,89.60,57.20,33.56,0.00,0.00,0.00,29.79,1008.00,12.00,M,SCT,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,88.28,CYOD 112300Z 00000KT 12SM SCT150 32/14 A2979 RMK ACC3 DENSITY ALT 4578FT SLP080,M
CYOD,2024-07-12 00:00,89.60,53.60,29.45,300.00,11.00,0.00,29.79,1008.10,15.00,M,BKN,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,87.36,CYOD 120000Z 30011KT 15SM BKN150 32/12 A2979 RMK ACC6 DENSITY ALT 4570FT SLP081,M
CYOD,2024-07-12 01:00,86.00,51.80,30.90,300.00,15.00,0.00,29.79,1008.00,15.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,83.87,CYOD 120100Z 30015KT 15SM BKN090 30/11 A2979 RMK ACC6 DENSITY ALT 4268FT OCNL LTGCCCG 20NM N QUAD SLP080,M
CYOD,2024-07-12 01:07,86.00,53.60,33.01,300.00,12.00,0.00,29.80,1008.10,15.00,M,FEW,BKN,M,M,6000.00,9000.00,M,M,TS,M,M,M,M,M,M,84.18,CYOD 120107Z 30012KT 15SM TS FEW060CB BKN090 30/12 A2980 RMK CB2AC4 DENSITY ALT 4273FT CB E MOV E FRQ LTGCCCG SLP081,M
CYOD,2024-07-12 01:45,82.40,48.20,30.35,320.00,13.00,0.00,29.82,1008.90,15.00,M,SCT,BKN,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,80.80,CYOD 120145Z 32013KT 15SM SCT090 BKN120 28/09 A2982 RMK AC4AC3 DENSITY ALT 3989FT TCU ASOCTD FRQ LTGCCCG 25 NM E SLP089,M
CYOD,2024-07-12 02:00,80.60,50.00,34.41,320.00,11.00,0.00,29.82,1009.10,15.00,M,FEW,BKN,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,79.88,CYOD 120200Z 32011KT 15SM FEW090 BKN120 27/10 A2982 RMK ACC2AC3 DENSITY ALT 3929FT FRQ LTGCCCG 25 NM E SLP091,M
CYOD,2024-07-12 03:00,77.00,51.80,41.42,310.00,5.00,0.00,29.83,1009.10,15.00,M,FEW,BKN,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,77.00,CYOD 120300Z 31005KT 15SM FEW100 BKN250 25/11 A2983 RMK ACC2CI3 DENSITY ALT 3661FT FRQ LTGCCCG 30 NM E QUAD SLP091,M
CYOD,2024-07-12 04:00,71.60,48.20,43.42,310.00,8.00,0.00,29.84,1010.00,15.00,M,FEW,BKN,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 120400Z 31008KT 15SM FEW100 BKN250 22/09 A2984 RMK ACC2CI3 DENSITY ALT 3309FT CONS DIST LTNG E QUAD SLP100,M
CYOD,2024-07-12 05:00,71.60,39.20,30.77,310.00,8.00,0.00,29.88,1011.10,15.00,M,FEW,BKN,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 120500Z 31008KT 15SM FEW150 BKN250 22/04 A2988 RMK AC2CI3 DENSITY ALT 3171FT CONS DIST LTNG E QUAD SLP111,M
CYOD,2024-07-12 06:00,66.20,37.40,34.51,310.00,7.00,0.00,29.90,1012.00,15.00,M,FEW,SCT,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,66.20,CYOD 120600Z 31007KT 15SM FEW150 SCT250 19/03 A2990 RMK AC2CI2 DENSITY ALT 2824FT SLP120,M
CYOD,2024-07-12 07:00,64.40,37.40,36.74,300.00,5.00,0.00,29.94,1013.40,15.00,M,FEW,SCT,M,M,15000.00,25000.00,M,M,M,M,M,M,M,M,M,64.40,CYOD 120700Z 30005KT 15SM FEW150 SCT250 18/03 A2994 RMK AC2CI1 DENSITY ALT 2627FT SLP134,M
CYOD,2024-07-12 08:00,60.80,37.40,41.71,310.00,3.00,0.00,29.95,1013.80,15.00,M,BKN,M,M,M,14000.00,M,M,M,M,M,M,M,M,M,M,60.80,CYOD 120800Z 31003KT 15SM BKN140 16/03 A2995 RMK AC5 DENSITY ALT 2410FT SLP138,M
CYOD,2024-07-12 09:00,59.00,39.20,47.72,250.00,5.00,0.00,29.98,1014.70,15.00,M,FEW,BKN,M,M,9000.00,14000.00,M,M,M,M,M,M,M,M,M,59.00,CYOD 120900Z 25005KT 15SM FEW090 BKN140 15/04 A2998 RMK AC2AC4 DENSITY ALT 2285FT SLP147,M
CYOD,2024-07-12 10:00,60.80,42.80,51.45,310.00,5.00,0.00,29.96,1014.20,15.00,M,BKN,BKN,M,M,9000.00,14000.00,M,M,M,M,M,M,M,M,M,60.80,CYOD 121000Z 31005KT 15SM BKN090 BKN140 16/06 A2996 RMK AC5AC2 DENSITY ALT 2331FT SLP142,M
CYOD,2024-07-12 11:00,57.20,41.00,54.60,300.00,7.00,0.00,29.95,1013.90,15.00,M,SCT,BKN,M,M,10000.00,13000.00,M,M,M,M,M,M,M,M,M,57.20,CYOD 121100Z 30007KT 15SM SCT100 BKN130 14/05 A2995 RMK AC3AC2 DENSITY ALT 2176FT SLP139,M
CYOD,2024-07-12 12:00,55.40,42.80,62.46,310.00,6.00,0.00,29.97,1014.40,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,55.40,CYOD 121200Z 31006KT 15SM SCT120 13/06 A2997 RMK AC3 DENSITY ALT 2035FT SLP144,M
CYOD,2024-07-12 13:00,60.80,42.80,51.45,270.00,6.00,0.00,29.98,1014.90,15.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,60.80,CYOD 121300Z 27006KT 15SM SCT120 16/06 A2998 RMK AC3 DENSITY ALT 2363FT SLP149,M
CYOD,2024-07-12 14:00,64.40,44.60,48.55,270.00,8.00,0.00,30.00,1015.50,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,64.40,CYOD 121400Z 27008KT 15SM FEW120 18/07 A3000 RMK AC2 DENSITY ALT 2559FT SLP155,M
CYOD,2024-07-12 15:00,66.20,46.40,48.83,280.00,8.00,0.00,29.99,1015.30,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,66.20,CYOD 121500Z 28008KT 15SM FEW120 19/08 A2999 RMK AC1 DENSITY ALT 2784FT SLP153,M
CYOD,2024-07-12 16:00,69.80,46.40,43.13,250.00,10.00,0.00,29.99,1015.50,15.00,M,FEW,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 121600Z 25010KT 15SM FEW120 21/08 A2999 RMK AC1 DENSITY ALT 2951FT SLP155,M
CYOD,2024-07-12 17:00,71.60,44.60,37.89,280.00,13.00,0.00,29.99,1015.40,15.00,M,FEW,FEW,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 121700Z 28013KT 15SM FEW120 FEW250 22/07 A2999 RMK AC1FU2 DENSITY ALT 3101FT AC TR SLP154,M
CYOD,2024-07-12 18:00,73.40,42.80,33.29,270.00,16.00,0.00,29.98,1015.20,15.00,M,FEW,FEW,SCT,M,7000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,73.40,CYOD 121800Z 27016KT 15SM FEW070 FEW120 SCT250 23/06 A2998 RMK CU1AC1FU4 DENSITY ALT 3239FT CU TR AC TR SLP152,M
CYOD,2024-07-12 19:00,73.40,42.80,33.29,270.00,18.00,0.00,29.98,1015.20,15.00,26.00,FEW,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,73.40,CYOD 121900Z 27018G26KT 15SM FEW060 SCT250 23/06 A2998 RMK CU2FU2 DENSITY ALT 3250FT SLP152,M
CYOD,2024-07-12 20:00,75.20,44.60,33.57,250.00,18.00,0.00,29.98,1015.40,15.00,M,SCT,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,75.20,CYOD 122000Z 25018KT 15SM SCT060 SCT250 24/07 A2998 RMK SC3FU1 DENSITY ALT 3339FT SLP154,M
CYOD,2024-07-12 21:00,69.80,44.60,40.29,290.00,17.00,0.00,30.00,1016.20,15.00,M,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,69.80,CYOD 122100Z 29017KT 15SM BKN060 21/07 A3000 RMK SC6 DENSITY ALT 3021FT SLP162,M
CYOD,2024-07-12 22:00,71.60,46.40,40.57,290.00,18.00,0.00,30.00,1016.00,15.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 122200Z 29018KT 15SM SCT060 22/08 A3000 RMK SC4 DENSITY ALT 3086FT SLP160,M
CYOD,2024-07-12 23:00,73.40,46.40,38.18,300.00,15.00,0.00,29.99,1015.70,15.00,M,SCT,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,73.40,CYOD 122300Z 30015KT 15SM SCT060 23/08 A2999 RMK CU3 DENSITY ALT 3211FT SLP157,M
CYOD,2024-07-13 00:00,71.60,48.20,43.42,310.00,14.00,0.00,29.99,1016.00,15.00,M,SCT,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,71.60,CYOD 130000Z 31014KT 15SM SCT055 22/09 A2999 RMK CU3 DENSITY ALT 3071FT SLP160,M
CYOD,2024-07-13 01:00,69.80,46.40,43.13,310.00,16.00,0.00,30.00,1016.10,15.00,M,SCT,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,69.80,CYOD 130100Z 31016KT 15SM SCT060 SCT250 21/08 A3000 RMK CU3CI1 DENSITY ALT 3029FT SLP161,M
CYOD,2024-07-13 02:00,68.00,48.20,49.10,320.00,9.00,0.00,30.01,1016.50,15.00,M,FEW,FEW,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,68.00,CYOD 130200Z 32009KT 15SM FEW065 FEW250 20/09 A3001 RMK CU1CI1 DENSITY ALT 2901FT SLP165,M
CYOD,2024-07-13 03:00,64.40,46.40,51.98,320.00,8.00,0.00,30.02,1016.80,15.00,M,FEW,FEW,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,64.40,CYOD 130300Z 32008KT 15SM FEW065 FEW250 18/08 A3002 RMK CU1CI1 DENSITY ALT 2603FT SLP168,M
CYOD,2024-07-13 04:00,59.00,46.40,62.92,10.00,8.00,0.00,30.03,1017.40,15.00,M,FEW,FEW,M,M,6500.00,25000.00,M,M,M,M,M,M,M,M,M,59.00,CYOD 130400Z 01008KT 15SM FEW065 FEW250 15/08 A3003 RMK CF1CI1 DENSITY ALT 2257FT FU ALF SLP174,M
CYOD,2024-07-13 05:00,57.20,44.60,62.69,30.00,5.00,0.00,30.04,1017.60,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,57.20,CYOD 130500Z 03005KT 15SM FEW250 14/07 A3004 RMK CI1 DENSITY ALT 2077FT FU ALF SLP176,M
CYOD,2024-07-13 06:00,51.80,44.60,76.34,0.00,0.00,0.00,30.04,1017.80,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,CYOD 130600Z 00000KT 15SM SKC 11/07 A3004 RMK DENSITY ALT 1735FT FU ALF SLP178,M
CYOD,2024-07-13 07:00,48.20,44.60,87.28,200.00,4.00,0.00,30.05,1018.10,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.34,CYOD 130700Z 20004KT 15SM SKC 09/07 A3005 RMK DENSITY ALT 1420FT SLP181,M
CYOD,2024-07-13 08:00,46.40,44.60,93.40,0.00,0.00,0.00,30.04,1017.90,15.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,CYOD 130800Z 00000KT 15SM SKC 08/07 A3004 RMK DENSITY ALT 1350FT SLP179,M
CYOD,2024-07-13 09:00,44.60,42.80,93.35,220.00,3.00,0.00,30.04,1018.10,15.00,M,FEW,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,43.09,CYOD 130900Z 22003KT 15SM FEW230 07/06 A3004 RMK CI1 DENSITY ALT 1193FT SLP181,M
CYOD,2024-07-13 10:00,44.60,42.80,93.35,0.00,0.00,0.00,30.04,1018.20,15.00,M,FEW,M,M,M,23000.00,M,M,M,MIFG,M,M,M,M,M,M,44.60,CYOD 131000Z 00000KT 15SM MIFG FEW230 07/06 A3004 RMK CI1 DENSITY ALT 1115FT SLP182,M
CYOD,2024-07-13 11:00,42.80,41.00,93.30,0.00,0.00,0.00,30.04,1018.20,12.00,M,FEW,M,M,M,23000.00,M,M,M,MIFG,M,M,M,M,M,M,42.80,CYOD 131100Z 00000KT 12SM MIFG FEW230 06/05 A3004 RMK CI1 DENSITY ALT 1029FT SLP182,M
CYOD,2024-07-13 12:00,42.80,41.00,93.30,0.00,0.00,0.00,30.04,1018.30,12.00,M,FEW,FEW,M,M,14000.00,25000.00,M,M,MIFG,M,M,M,M,M,M,42.80,CYOD 131200Z 00000KT 12SM MIFG FEW140 FEW250 06/05 A3004 RMK AC1CI1 DENSITY ALT 1028FT SLP183,M
CYOD,2024-07-13 13:00,48.20,46.40,93.45,180.00,2.00,0.00,30.05,1018.20,15.00,M,FEW,FEW,M,M,14000.00,25000.00,M,M,M,M,M,M,M,M,M,48.20,CYOD 131300Z 18002KT 15SM FEW140 FEW250 09/08 A3005 RMK AC1CI1 DENSITY ALT 1412FT AC TR SLP182,M
CYOD,2024-07-13 14:00,53.60,46.40,76.50,230.00,2.00,0.00,30.05,1018.00,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.60,CYOD 131400Z 23002KT 15SM FEW250 12/08 A3005 RMK CI1 DENSITY ALT 1839FT SLP180,M
CYOD,2024-07-13 15:00,62.60,50.00,63.38,220.00,6.00,0.00,30.04,1017.50,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,62.60,CYOD 131500Z 22006KT 15SM FEW250 17/10 A3004 RMK CI1 DENSITY ALT 2493FT SLP175,M
CYOD,2024-07-13 16:00,68.00,50.00,52.51,230.00,6.00,0.00,30.02,1016.90,15.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,68.00,CYOD 131600Z 23006KT 15SM FEW250 20/10 A3002 RMK CI1 DENSITY ALT 2872FT SLP169,M
CYOD,2024-07-13 17:00,71.60,46.40,40.57,240.00,6.00,0.00,30.00,1016.30,15.00,M,FEW,FEW,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,71.60,CYOD 131700Z 24006KT 15SM FEW160 FEW250 22/08 A3000 RMK AC1CI1 DENSITY ALT 3081FT AC TR SLP163,M
CYOD,2024-07-13 18:00,73.40,42.80,33.29,250.00,7.00,0.00,29.99,1015.90,15.00,M,FEW,FEW,M,M,16000.00,25000.00,M,M,M,M,M,M,M,M,M,73.40,CYOD 131800Z 25007KT 15SM FEW160 FEW250 23/06 A2999 RMK AC1CI1 DENSITY ALT 3206FT AC TR SLP159,M
CYOD,2024-07-13 19:00,75.20,44.60,33.57,260.00,9.00,0.00,29.98,1015.70,15.00,M,FEW,SCT,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,75.20,CYOD 131900Z 26009KT 15SM FEW060 SCT250 24/07 A2998 RMK CU1CI3 DENSITY ALT 3369FT SLP157,M
CYOD,2024-07-13 20:00,75.20,44.60,33.57,220.00,4.00,0.00,29.96,1015.10,15.00,M,FEW,BKN,M,M,6000.00,25000.00,M,M,M,M,M,M,M,M,M,75.20,CYOD 132000Z 22004KT 15SM FEW060 BKN250 24/07 A2996 RMK CU1CI4 DENSITY ALT 3402FT SLP151,M
CYOD,2024-07-13 21:00,75.20,44.60,33.57,280.00,9.00,0.00,29.97,1015.40,15.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,75.20,CYOD 132100Z 28009KT 15SM BKN250 24/07 A2997 RMK CI6 DENSITY ALT 3411FT SLP154,M
CYOD,2024-07-13 22:00,75.20,46.40,35.94,290.00,11.00,0.00,29.94,1014.50,15.00,M,FEW,OVC,M,M,12000.00,25000.00,M,M,M,M,M,M,M,M,M,75.20,CYOD 132200Z 29011KT 15SM FEW120 OVC250 24/08 A2994 RMK AC1CI7 DENSITY ALT 3393FT OCNL DIST LTNG S SLP145,M
CYOD,2024-07-13 23:00,71.60,50.00,46.43,280.00,16.00,0.00,29.95,1015.20,15.00,M,BKN,OVC,M,M,10000.00,25000.00,M,M,-SHRA,M,M,M,M,M,M,71.60,CYOD 132300Z 28016KT 15SM -SHRA BKN100 OVC250 22/10 A2995 RMK AC6CI2 DENSITY ALT 3131FT SLP152,M
